Sentence,label
The dimension of the hidden layers of bi - LSTM is 100 .,hyperparameter
Word embeddings are initialized from GloVe 100 dimensional pre-trained embeddings .,hyperparameter
POS and dependency embeddings are randomly initialized with 40 - dimensional vectors .,hyperparameter
The embeddings are all updated during training .,hyperparameter
Dropping probability for dropout layers between stacked LSTM layers is 0.5 .,hyperparameter
The batch size is set as 30 .,hyperparameter
We utilize an open source ILP solver 4 in our method .,hyperparameter
"To this end , we extend the deletionbased LSTM model for sentence compression by .",model
"Specifically , we propose two major changes to the model by : We explicitly introduce POS embeddings and dependency relation embeddings into the neural network model .",model
"( 2 ) Inspired by a previous method , we formulate the final predictions as an Integer Linear Programming problem to incorporate constraints based on syntactic relations between words and expected lengths of the compressed sentences .",model
"In addition to the two major changes above , we also use bi-directional LSTM to include contextual information from both directions into the model .",model
Can Syntax Help ? Improving an LSTM - based Sentence Compression Model for New Domains,research-problem
"We observe that across all three datasets , including all three annotations of BROADCAST , gaze features lead to improvements over our baseline 3 - layer bi - LSTM .",result
"Also , CASCADED - LSTM is consistently better than MULTITASK - LSTM . : Results ( F1 ) .",result
"For all three datasets , the inclusion of gaze measures ( first pass duration ( FP ) and regression duration ( Regr. ) ) leads to improvements over the baseline .",result
"With the harder datasets , the impact of the gaze information becomes stronger , consistently favouring the cascaded architecture , and with improvements using both first pass duration and regression duration , the late measure associated with interpretation of content .",result
Both the baseline and our systems are three - layer bi - LSTM models trained for 30 iterations with pretrained ( SENNA ) embeddings .,hyperparameter
"The input and hidden layers are 50 dimensions , and at the output layer we predict sequences of two labels , indicating whether to delete the labeled word or not .",hyperparameter
We go beyond this by suggesting that eye - tracking recordings can be used to induce better models for sentence compression for text simplification .,model
"Specifically , we show how to use existing eye - tracking recordings to improve the induction of Long Short - Term Memory models ( LSTMs ) for sentence compression .",model
Our proposed model does not require that the gaze data and the compression data come from the same source .,model
"While not explored here , an intriguing potential of this work is in deriving sentence simplification models that are personalized for individual users , based on their reading behavior .",model
"Indeed , in this work we use gaze data from readers of the Dundee Corpus to improve sentence compression results on several datasets .",model
