subject,predicate,object,label,file path
locations,of,two target entities,model,/content/training-data/relation_extraction/2/triples/model.txt
Model,as the input to,multi - layer neural network,model,/content/training-data/relation_extraction/2/triples/model.txt
multi - layer neural network,for,classification,model,/content/training-data/relation_extraction/2/triples/model.txt
classification,use,embeddings,model,/content/training-data/relation_extraction/2/triples/model.txt
classification,use,sentence encoding,model,/content/training-data/relation_extraction/2/triples/model.txt
sentence encoding,has,embedding,model,/content/training-data/relation_extraction/2/triples/model.txt
embedding,of,special first token,model,/content/training-data/relation_extraction/2/triples/model.txt
special first token,in the setting of,BERT,model,/content/training-data/relation_extraction/2/triples/model.txt
Contribution,has research problem,Relation Classification,research-problem,/content/training-data/relation_extraction/2/triples/research-problem.txt
Contribution,has,Results,results,/content/training-data/relation_extraction/2/triples/results.txt
Results,see that,R - BERT,results,/content/training-data/relation_extraction/2/triples/results.txt
R - BERT,significantly beats,baseline methods,results,/content/training-data/relation_extraction/2/triples/results.txt
Results,has,MACRO F1 value,results,/content/training-data/relation_extraction/2/triples/results.txt
MACRO F1 value,of,R - BERT,results,/content/training-data/relation_extraction/2/triples/results.txt
R - BERT,is,89. 25,results,/content/training-data/relation_extraction/2/triples/results.txt
89. 25,much better than,previous best solution,results,/content/training-data/relation_extraction/2/triples/results.txt
Contribution,has,Model,model,/content/training-data/relation_extraction/13/triples/model.txt
Model,present,method,model,/content/training-data/relation_extraction/13/triples/model.txt
method,of,training,model,/content/training-data/relation_extraction/13/triples/model.txt
training,by matching,blanks,model,/content/training-data/relation_extraction/13/triples/model.txt
training,has,relation representation,model,/content/training-data/relation_extraction/13/triples/model.txt
relation representation,without,any supervision,model,/content/training-data/relation_extraction/13/triples/model.txt
any supervision,from,knowledge graph or human annotators,model,/content/training-data/relation_extraction/13/triples/model.txt
Model,study the ability of,Transformer neural network architecture,model,/content/training-data/relation_extraction/13/triples/model.txt
Transformer neural network architecture,identify,representation,model,/content/training-data/relation_extraction/13/triples/model.txt
representation,that outperforms,previous work,model,/content/training-data/relation_extraction/13/triples/model.txt
previous work,in,supervised relation extraction,model,/content/training-data/relation_extraction/13/triples/model.txt
Transformer neural network architecture,to encode,relations,model,/content/training-data/relation_extraction/13/triples/model.txt
relations,between,entity pairs,model,/content/training-data/relation_extraction/13/triples/model.txt
Contribution,has research problem,Relation Learning,research-problem,/content/training-data/relation_extraction/13/triples/research-problem.txt
Contribution,has research problem,identify and extract relations between entities,research-problem,/content/training-data/relation_extraction/13/triples/research-problem.txt
Contribution,has research problem,relation extraction,research-problem,/content/training-data/relation_extraction/13/triples/research-problem.txt
Contribution,has,Results,results,/content/training-data/relation_extraction/13/triples/results.txt
Results,given,access,results,/content/training-data/relation_extraction/13/triples/results.txt
access,to,all of the training data,results,/content/training-data/relation_extraction/13/triples/results.txt
all of the training data,has,BERT EM,results,/content/training-data/relation_extraction/13/triples/results.txt
BERT EM,approaches,BERT EM + MTB 's performance,results,/content/training-data/relation_extraction/13/triples/results.txt
Results,For,BERT EM + MTB,results,/content/training-data/relation_extraction/13/triples/results.txt
BERT EM + MTB,increase,very significant,results,/content/training-data/relation_extraction/13/triples/results.txt
very significant,has,12.7 %,results,/content/training-data/relation_extraction/13/triples/results.txt
12.7 %,on,10 - way - 1 - shot task,results,/content/training-data/relation_extraction/13/triples/results.txt
very significant,has,8.8 %,results,/content/training-data/relation_extraction/13/triples/results.txt
8.8 %,on,5 - way - 1 - shot task,results,/content/training-data/relation_extraction/13/triples/results.txt
BERT EM + MTB,significantly outperforms,BERT EM,results,/content/training-data/relation_extraction/13/triples/results.txt
Results,has,task agnostic BERT EM and BERT EM + MTB models,results,/content/training-data/relation_extraction/13/triples/results.txt
task agnostic BERT EM and BERT EM + MTB models,outperform,previous published state of the art,results,/content/training-data/relation_extraction/13/triples/results.txt
previous published state of the art,on,FewRel task,results,/content/training-data/relation_extraction/13/triples/results.txt
FewRel task,when they have not seen,any FewRel training data,results,/content/training-data/relation_extraction/13/triples/results.txt
Results,has,additional MTB based training,results,/content/training-data/relation_extraction/13/triples/results.txt
additional MTB based training,further increases,F 1 scores,results,/content/training-data/relation_extraction/13/triples/results.txt
F 1 scores,for,all tasks,results,/content/training-data/relation_extraction/13/triples/results.txt
Results,see that,MTB based training,results,/content/training-data/relation_extraction/13/triples/results.txt
MTB based training,even more effective for,low - resource cases,results,/content/training-data/relation_extraction/13/triples/results.txt
Results,training by,matching the blanks,results,/content/training-data/relation_extraction/13/triples/results.txt
matching the blanks,can,significantly reduce,results,/content/training-data/relation_extraction/13/triples/results.txt
significantly reduce,amount of,human input,results,/content/training-data/relation_extraction/13/triples/results.txt
human input,to create,relation extractors,results,/content/training-data/relation_extraction/13/triples/results.txt
human input,populate,knowledge base,results,/content/training-data/relation_extraction/13/triples/results.txt
Results,show that,MTB training,results,/content/training-data/relation_extraction/13/triples/results.txt
MTB training,could be used to,significantly reduce effort,results,/content/training-data/relation_extraction/13/triples/results.txt
significantly reduce effort,in implementing,exemplar based relation extraction system,results,/content/training-data/relation_extraction/13/triples/results.txt
Contribution,has,Approach,approach,/content/training-data/relation_extraction/7/triples/approach.txt
Approach,has,entity - wise attention,approach,/content/training-data/relation_extraction/7/triples/approach.txt
entity - wise attention,to alleviate,influence of noisy words,approach,/content/training-data/relation_extraction/7/triples/approach.txt
influence of noisy words,in,subtree,approach,/content/training-data/relation_extraction/7/triples/approach.txt
entity - wise attention,emphasize,task - relevant features,approach,/content/training-data/relation_extraction/7/triples/approach.txt
Approach,initialize,model parameters,approach,/content/training-data/relation_extraction/7/triples/approach.txt
model parameters,with,a priori knowledge,approach,/content/training-data/relation_extraction/7/triples/approach.txt
a priori knowledge,learned from,entity type classification task,approach,/content/training-data/relation_extraction/7/triples/approach.txt
entity type classification task,by,transfer learning,approach,/content/training-data/relation_extraction/7/triples/approach.txt
Approach,propose,novel word - level approach,approach,/content/training-data/relation_extraction/7/triples/approach.txt
novel word - level approach,improving,robustness,approach,/content/training-data/relation_extraction/7/triples/approach.txt
robustness,against,noisy words,approach,/content/training-data/relation_extraction/7/triples/approach.txt
novel word - level approach,for,distant supervised relation extraction,approach,/content/training-data/relation_extraction/7/triples/approach.txt
